<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
2024.01.04,06:15:00,1.02625,1.02627,1.02621,1.02625,60
2024.01.04,06:16:00,1.02624,1.02651,1.02624,1.02650,60
2024.01.04,06:17:00,1.02647,1.02668,1.02647,1.02661,60
2024.01.04,06:18:00,1.02664,1.02680,1.02658,1.02672,60
2024.01.04,06:19:00,1.02673,1.02718,1.02671,1.02718,60
2024.01.04,06:20:00,1.02719,1.02745,1.02716,1.02745,60
2024.01.04,06:21:00,1.02746,1.02765,1.02745,1.02762,60
2024.01.04,06:22:00,1.02761,1.02771,1.02757,1.02771,60
2024.01.04,06:23:00,1.02773,1.02803,1.02773,1.02802,60
2024.01.04,06:24:00,1.02800,1.02808,1.02798,1.02807,60
2024.01.04,06:25:00,1.02808,1.02821,1.02807,1.02816,60
2024.01.04,06:26:00,1.02820,1.02820,1.02789,1.02791,60
2024.01.04,06:27:00,1.02791,1.02816,1.02789,1.02816,60
2024.01.04,06:28:00,1.02818,1.02837,1.02818,1.02833,60
2024.01.04,06:29:00,1.02833,1.02860,1.02831,1.02860,60
2024.01.04,06:30:00,1.02859,1.02877,1.02853,1.02877,60
2024.01.04,06:31:00,1.02878,1.02895,1.02869,1.02893,60
2024.01.04,06:32:00,1.02892,1.02923,1.02892,1.02923,60
2024.01.04,06:33:00,1.02923,1.02953,1.02920,1.02952,60
2024.01.04,06:34:00,1.02950,1.02979,1.02948,1.02975,60
2024.01.04,06:35:00,1.02977,1.02996,1.02976,1.02996,60
2024.01.04,06:36:00,1.02999,1.03020,1.02998,1.03020,60
2024.01.04,06:37:00,1.03023,1.03039,1.03022,1.03035,60
2024.01.04,06:38:00,1.03036,1.03063,1.03034,1.03060,60
2024.01.04,06:39:00,1.03058,1.03076,1.03055,1.03074,60
2024.01.04,06:40:00,1.03074,1.03074,1.03059,1.03071,60
2024.01.04,06:41:00,1.03070,1.03075,1.03065,1.03073,60
2024.01.04,06:42:00,1.03072,1.03078,1.03063,1.03064,60
2024.01.04,06:43:00,1.03067,1.03076,1.03066,1.03073,60
2024.01.04,06:44:00,1.03075,1.03082,1.03065,1.03072,60
2024.01.04,06:45:00,1.03072,1.03074,1.03061,1.03070,60
2024.01.04,06:46:00,1.03071,1.03073,1.03061,1.03070,60
2024.01.04,06:47:00,1.03069,1.03075,1.03063,1.03067,60
2024.01.04,06:48:00,1.03065,1.03072,1.03060,1.03069,60
2024.01.04,06:49:00,1.03071,1.03077,1.03066,1.03070,60
2024.01.04,06:50:00,1.03070,1.03073,1.03064,1.03072,60
2024.01.04,06:51:00,1.03071,1.03071,1.03058,1.03062,60
2024.01.04,06:52:00,1.03063,1.03071,1.03060,1.03068,60
2024.01.04,06:53:00,1.03067,1.03072,1.03061,1.03064,60
2024.01.04,06:54:00,1.03062,1.03067,1.03054,1.03067,60
2024.01.04,06:55:00,1.03066,1.03069,1.03056,1.03062,60
2024.01.04,06:56:00,1.03061,1.03071,1.03058,1.03059,60
2024.01.04,06:57:00,1.03061,1.03074,1.03054,1.03070,60
2024.01.04,06:58:00,1.03069,1.03073,1.03062,1.03067,60
2024.01.04,06:59:00,1.03067,1.03081,1.03063,1.03074,60
2024.01.04,07:00:00,1.03071,1.03075,1.03063,1.03066,60
2024.01.04,07:01:00,1.03068,1.03076,1.03061,1.03064,60
2024.01.04,07:02:00,1.03064,1.03068,1.03056,1.03065,60
2024.01.04,07:03:00,1.03065,1.03079,1.03065,1.03071,60
2024.01.04,07:04:00,1.03067,1.03072,1.03062,1.03069,60
2024.01.04,07:05:00,1.03069,1.03074,1.03066,1.03068,60
2024.01.04,07:06:00,1.03069,1.03074,1.03063,1.03072,60
2024.01.04,07:07:00,1.03071,1.03074,1.03057,1.03064,60
2024.01.04,07:08:00,1.03064,1.03078,1.03058,1.03064,60
2024.01.04,07:09:00,1.03067,1.03074,1.03063,1.03073,60
2024.01.04,07:10:00,1.03073,1.03075,1.03059,1.03064,60
2024.01.04,07:11:00,1.03064,1.03069,1.03061,1.03061,60
2024.01.04,07:12:00,1.03061,1.03074,1.03056,1.03063,60
2024.01.04,07:13:00,1.03064,1.03082,1.03064,1.03073,60
2024.01.04,07:14:00,1.03074,1.03077,1.03068,1.03068,60
2024.01.04,07:15:00,1.03068,1.03078,1.03061,1.03068,60
2024.01.04,07:16:00,1.03071,1.03075,1.03064,1.03068,60
2024.01.04,07:17:00,1.03068,1.03102,1.03068,1.03095,60
2024.01.04,07:18:00,1.03100,1.03112,1.03099,1.03109,60
2024.01.04,07:19:00,1.03108,1.03108,1.03094,1.03101,60
2024.01.04,07:20:00,1.03100,1.03127,1.03100,1.03127,60
2024.01.04,07:21:00,1.03128,1.03134,1.03114,1.03120,60
2024.01.04,07:22:00,1.03119,1.03144,1.03119,1.03140,60
2024.01.04,07:23:00,1.03142,1.03167,1.03142,1.03154,60
2024.01.04,07:24:00,1.03155,1.03186,1.03148,1.03182,60
2024.01.04,07:25:00,1.03180,1.03196,1.03174,1.03195,60
2024.01.04,07:26:00,1.03197,1.03212,1.03194,1.03209,60
2024.01.04,07:27:00,1.03209,1.03217,1.03205,1.03212,60
2024.01.04,07:28:00,1.03214,1.03246,1.03213,1.03244,60
2024.01.04,07:29:00,1.03245,1.03255,1.03238,1.03255,60
2024.01.04,07:30:00,1.03253,1.03282,1.03252,1.03278,60
2024.01.04,07:31:00,1.03278,1.03309,1.03275,1.03308,60
2024.01.04,07:32:00,1.03308,1.03313,1.03302,1.03309,60
2024.01.04,07:33:00,1.03309,1.03330,1.03307,1.03326,60
2024.01.04,07:34:00,1.03327,1.03352,1.03321,1.03349,60
2024.01.04,07:35:00,1.03352,1.03382,1.03351,1.03377,60
2024.01.04,07:36:00,1.03378,1.03402,1.03378,1.03401,60
2024.01.04,07:37:00,1.03401,1.03436,1.03397,1.03435,60
2024.01.04,07:38:00,1.03436,1.03454,1.03433,1.03451,60
2024.01.04,07:39:00,1.03452,1.03471,1.03449,1.03470,60
2024.01.04,07:40:00,1.03470,1.03489,1.03467,1.03487,60
2024.01.04,07:41:00,1.03486,1.03522,1.03486,1.03522,60
2024.01.04,07:42:00,1.03523,1.03545,1.03523,1.03543,60
2024.01.04,07:43:00,1.03543,1.03548,1.03530,1.03536,60
2024.01.04,07:44:00,1.03537,1.03553,1.03535,1.03550,60
2024.01.04,07:45:00,1.03553,1.03571,1.03549,1.03560,60
2024.01.04,07:46:00,1.03557,1.03563,1.03542,1.03545,60
2024.01.04,07:47:00,1.03547,1.03553,1.03544,1.03550,60
2024.01.04,07:48:00,1.03552,1.03559,1.03545,1.03557,60
2024.01.04,07:49:00,1.03555,1.03565,1.03551,1.03561,60
2024.01.04,07:50:00,1.03561,1.03595,1.03561,1.03594,60
2024.01.04,07:51:00,1.03596,1.03609,1.03596,1.03606,60
2024.01.04,07:52:00,1.03612,1.03624,1.03606,1.03622,60
2024.01.04,07:53:00,1.03623,1.03627,1.03604,1.03627,60
2024.01.04,07:54:00,1.03629,1.03629,1.03608,1.03610,60
2024.01.04,07:55:00,1.03610,1.03622,1.03604,1.03618,60
2024.01.04,07:56:00,1.03617,1.03622,1.03610,1.03616,60
2024.01.04,07:57:00,1.03615,1.03624,1.03614,1.03618,60
2024.01.04,07:58:00,1.03618,1.03631,1.03608,1.03627,60
2024.01.04,07:59:00,1.03627,1.03628,1.03610,1.03612,60
2024.01.04,08:00:00,1.03614,1.03625,1.03611,1.03620,60
2024.01.04,08:01:00,1.03620,1.03631,1.03619,1.03628,60
2024.01.04,08:02:00,1.03629,1.03629,1.03618,1.03622,60
2024.01.04,08:03:00,1.03620,1.03625,1.03608,1.03622,60
2024.01.04,08:04:00,1.03618,1.03629,1.03613,1.03623,60
2024.01.04,08:05:00,1.03625,1.03633,1.03618,1.03622,60
2024.01.04,08:06:00,1.03622,1.03624,1.03611,1.03623,60
2024.01.04,08:07:00,1.03623,1.03629,1.03619,1.03629,60
2024.01.04,08:08:00,1.03627,1.03627,1.03609,1.03610,60
2024.01.04,08:09:00,1.03612,1.03621,1.03608,1.03609,60
2024.01.04,08:10:00,1.03608,1.03622,1.03608,1.03622,60
2024.01.04,08:11:00,1.03621,1.03626,1.03611,1.03623,60
2024.01.04,08:12:00,1.03622,1.03624,1.03616,1.03618,60
2024.01.04,08:13:00,1.03620,1.03627,1.03612,1.03627,60
2024.01.04,08:14:00,1.03627,1.03631,1.03618,1.03620,60
2024.01.04,08:15:00,1.03619,1.03632,1.03610,1.03628,60
2024.01.04,08:16:00,1.03628,1.03631,1.03608,1.03625,60
2024.01.04,08:17:00,1.03623,1.03625,1.03613,1.03615,60
2024.01.04,08:18:00,1.03613,1.03624,1.03607,1.03619,60
2024.01.04,08:19:00,1.03619,1.03623,1.03613,1.03615,60
2024.01.04,08:20:00,1.03616,1.03622,1.03611,1.03620,60
2024.01.04,08:21:00,1.03624,1.03625,1.03614,1.03619,60
2024.01.04,08:22:00,1.03618,1.03621,1.03613,1.03617,60
2024.01.04,08:23:00,1.03617,1.03623,1.03614,1.03621,60
2024.01.04,08:24:00,1.03618,1.03625,1.03613,1.03620,60
2024.01.04,08:25:00,1.03620,1.03638,1.03612,1.03633,60
2024.01.04,08:26:00,1.03633,1.03652,1.03633,1.03649,60
2024.01.04,08:27:00,1.03651,1.03660,1.03638,1.03660,60
2024.01.04,08:28:00,1.03660,1.03667,1.03657,1.03664,60
2024.01.04,08:29:00,1.03663,1.03696,1.03663,1.03694,60
2024.01.04,08:30:00,1.03693,1.03726,1.03693,1.03726,60
2024.01.04,08:31:00,1.03726,1.03736,1.03721,1.03735,60
2024.01.04,08:32:00,1.03737,1.03740,1.03727,1.03734,60
2024.01.04,08:33:00,1.03736,1.03755,1.03736,1.03749,60
2024.01.04,08:34:00,1.03750,1.03768,1.03745,1.03757,60
2024.01.04,08:35:00,1.03758,1.03761,1.03745,1.03748,60
2024.01.04,08:36:00,1.03747,1.03781,1.03744,1.03780,60
2024.01.04,08:37:00,1.03781,1.03791,1.03776,1.03789,60
2024.01.04,08:38:00,1.03790,1.03822,1.03790,1.03820,60
2024.01.04,08:39:00,1.03822,1.03835,1.03822,1.03835,60
2024.01.04,08:40:00,1.03834,1.03835,1.03821,1.03832,60
2024.01.04,08:41:00,1.03833,1.03853,1.03831,1.03850,60
2024.01.04,08:42:00,1.03848,1.03850,1.03843,1.03844,60
2024.01.04,08:43:00,1.03844,1.03856,1.03841,1.03848,60
2024.01.04,08:44:00,1.03854,1.03884,1.03854,1.03884,60
2024.01.04,08:45:00,1.03884,1.03906,1.03884,1.03897,60
2024.01.04,08:46:00,1.03896,1.03914,1.03892,1.03914,60
2024.01.04,08:47:00,1.03911,1.03926,1.03908,1.03926,60
2024.01.04,08:48:00,1.03923,1.03931,1.03918,1.03922,60
2024.01.04,08:49:00,1.03921,1.03931,1.03914,1.03927,60
2024.01.04,08:50:00,1.03926,1.03936,1.03919,1.03936,60
2024.01.04,08:51:00,1.03936,1.03952,1.03936,1.03944,60
2024.01.04,08:52:00,1.03945,1.03947,1.03934,1.03940,60
2024.01.04,08:53:00,1.03942,1.03971,1.03939,1.03969,60
2024.01.04,08:54:00,1.03967,1.04000,1.03967,1.03998,60
2024.01.04,08:55:00,1.03996,1.04030,1.03995,1.04030,60
2024.01.04,08:56:00,1.04030,1.04048,1.04029,1.04044,60
2024.01.04,08:57:00,1.04047,1.04072,1.04047,1.04066,60
2024.01.04,08:58:00,1.04067,1.04104,1.04067,1.04101,60
2024.01.04,08:59:00,1.04102,1.04116,1.04102,1.04108,60
2024.01.04,09:00:00,1.04111,1.04122,1.04110,1.04117,60
2024.01.04,09:01:00,1.04114,1.04123,1.04109,1.04123,60
2024.01.04,09:02:00,1.04124,1.04128,1.04115,1.04123,60
2024.01.04,09:03:00,1.04127,1.04142,1.04126,1.04142,60
2024.01.04,09:04:00,1.04142,1.04161,1.04142,1.04156,60
2024.01.04,09:05:00,1.04156,1.04187,1.04155,1.04185,60
2024.01.04,09:06:00,1.04188,1.04205,1.04186,1.04203,60
2024.01.04,09:07:00,1.04203,1.04211,1.04197,1.04204,60
2024.01.04,09:08:00,1.04204,1.04218,1.04201,1.04215,60
2024.01.04,09:09:00,1.04215,1.04239,1.04211,1.04238,60
2024.01.04,09:10:00,1.04238,1.04248,1.04228,1.04245,60
2024.01.04,09:11:00,1.04247,1.04266,1.04244,1.04257,60
2024.01.04,09:12:00,1.04259,1.04265,1.04255,1.04259,60
2024.01.04,09:13:00,1.04257,1.04259,1.04248,1.04248,60
2024.01.04,09:14:00,1.04249,1.04257,1.04231,1.04231,60
2024.01.04,09:15:00,1.04229,1.04230,1.04200,1.04200,60
2024.01.04,09:16:00,1.04200,1.04201,1.04184,1.04187,60
2024.01.04,09:17:00,1.04186,1.04192,1.04177,1.04186,60
2024.01.04,09:18:00,1.04182,1.04182,1.04148,1.04148,60
2024.01.04,09:19:00,1.04150,1.04151,1.04131,1.04131,60
2024.01.04,09:20:00,1.04134,1.04140,1.04110,1.04111,60
2024.01.04,09:21:00,1.04111,1.04112,1.04081,1.04083,60
2024.01.04,09:22:00,1.04084,1.04084,1.04071,1.04079,60
2024.01.04,09:23:00,1.04076,1.04085,1.04056,1.04056,60
2024.01.04,09:24:00,1.04057,1.04060,1.04051,1.04055,60
2024.01.04,09:25:00,1.04057,1.04057,1.04037,1.04043,60
2024.01.04,09:26:00,1.04046,1.04046,1.04021,1.04022,60
2024.01.04,09:27:00,1.04022,1.04025,1.04000,1.04003,60
2024.01.04,09:28:00,1.04004,1.04004,1.03982,1.03983,60
2024.01.04,09:29:00,1.03981,1.03985,1.03961,1.03963,60
2024.01.04,09:30:00,1.03964,1.03976,1.03960,1.03974,60
2024.01.04,09:31:00,1.03975,1.03986,1.03970,1.03984,60
2024.01.04,09:32:00,1.03984,1.03986,1.03959,1.03966,60
2024.01.04,09:33:00,1.03966,1.03967,1.03939,1.03942,60
2024.01.04,09:34:00,1.03940,1.03942,1.03930,1.03935,60
2024.01.04,09:35:00,1.03935,1.03958,1.03933,1.03954,60
2024.01.04,09:36:00,1.03950,1.03952,1.03928,1.03929,60
2024.01.04,09:37:00,1.03930,1.03931,1.03918,1.03919,60
2024.01.04,09:38:00,1.03919,1.03919,1.03899,1.03899,60
2024.01.04,09:39:00,1.03894,1.03896,1.03853,1.03853,60
2024.01.04,09:40:00,1.03855,1.03856,1.03827,1.03835,60
2024.01.04,09:41:00,1.03836,1.03837,1.03810,1.03813,60
2024.01.04,09:42:00,1.03815,1.03815,1.03781,1.03782,60
2024.01.04,09:43:00,1.03782,1.03785,1.03767,1.03769,60
2024.01.04,09:44:00,1.03768,1.03771,1.03758,1.03762,60
2024.01.04,09:45:00,1.03762,1.03764,1.03749,1.03751,60
2024.01.04,09:46:00,1.03752,1.03752,1.03723,1.03727,60
2024.01.04,09:47:00,1.03729,1.03730,1.03714,1.03718,60
2024.01.04,09:48:00,1.03719,1.03728,1.03704,1.03712,60
2024.01.04,09:49:00,1.03710,1.03711,1.03702,1.03708,60
2024.01.04,09:50:00,1.03708,1.03708,1.03693,1.03695,60
2024.01.04,09:51:00,1.03692,1.03694,1.03668,1.03672,60
2024.01.04,09:52:00,1.03672,1.03673,1.03658,1.03667,60
2024.01.04,09:53:00,1.03666,1.03670,1.03635,1.03635,60
2024.01.04,09:54:00,1.03636,1.03640,1.03618,1.03618,60
2024.01.04,09:55:00,1.03617,1.03621,1.03588,1.03591,60
2024.01.04,09:56:00,1.03592,1.03594,1.03576,1.03582,60
2024.01.04,09:57:00,1.03581,1.03588,1.03571,1.03571,60
2024.01.04,09:58:00,1.03571,1.03589,1.03571,1.03575,60
2024.01.04,09:59:00,1.03572,1.03573,1.03547,1.03547,60
2024.01.04,10:00:00,1.03547,1.03556,1.03532,1.03535,60
2024.01.04,10:01:00,1.03533,1.03533,1.03517,1.03522,60
2024.01.04,10:02:00,1.03522,1.03527,1.03505,1.03508,60
2024.01.04,10:03:00,1.03505,1.03507,1.03488,1.03488,60
2024.01.04,10:04:00,1.03489,1.03491,1.03479,1.03479,60
2024.01.04,10:05:00,1.03480,1.03480,1.03469,1.03476,60
2024.01.04,10:06:00,1.03473,1.03475,1.03464,1.03467,60
2024.01.04,10:07:00,1.03466,1.03466,1.03449,1.03454,60
2024.01.04,10:08:00,1.03452,1.03463,1.03442,1.03445,60
2024.01.04,10:09:00,1.03447,1.03447,1.03404,1.03408,60
2024.01.04,10:10:00,1.03408,1.03415,1.03388,1.03388,60
2024.01.04,10:11:00,1.03391,1.03395,1.03379,1.03385,60
2024.01.04,10:12:00,1.03384,1.03384,1.03345,1.03349,60
2024.01.04,10:13:00,1.03350,1.03351,1.03336,1.03336,60
2024.01.04,10:14:00,1.03338,1.03344,1.03322,1.03331,60
2024.01.04,10:15:00,1.03330,1.03338,1.03328,1.03333,60
2024.01.04,10:16:00,1.03329,1.03333,1.03295,1.03296,60
2024.01.04,10:17:00,1.03297,1.03304,1.03280,1.03288,60
2024.01.04,10:18:00,1.03286,1.03289,1.03268,1.03273,60
2024.01.04,10:19:00,1.03273,1.03287,1.03270,1.03286,60
2024.01.04,10:20:00,1.03287,1.03288,1.03268,1.03274,60
2024.01.04,10:21:00,1.03273,1.03273,1.03254,1.03254,60
2024.01.04,10:22:00,1.03256,1.03262,1.03247,1.03248,60
2024.01.04,10:23:00,1.03248,1.03248,1.03234,1.03243,60
2024.01.04,10:24:00,1.03245,1.03245,1.03229,1.03231,60
2024.01.04,10:25:00,1.03229,1.03229,1.03201,1.03201,60
2024.01.04,10:26:00,1.03201,1.03201,1.03185,1.03185,60
2024.01.04,10:27:00,1.03190,1.03190,1.03178,1.03187,60
2024.01.04,10:28:00,1.03186,1.03190,1.03155,1.03161,60
2024.01.04,10:29:00,1.03160,1.03160,1.03132,1.03141,60
2024.01.04,10:30:00,1.03143,1.03150,1.03131,1.03134,60
2024.01.04,10:31:00,1.03133,1.03133,1.03099,1.03099,60
2024.01.04,10:32:00,1.03101,1.03110,1.03092,1.03100,60
2024.01.04,10:33:00,1.03102,1.03103,1.03083,1.03083,60
2024.01.04,10:34:00,1.03082,1.03083,1.03055,1.03056,60
2024.01.04,10:35:00,1.03057,1.03057,1.03036,1.03045,60
2024.01.04,10:36:00,1.03045,1.03054,1.03041,1.03051,60
2024.01.04,10:37:00,1.03047,1.03047,1.03032,1.03041,60
2024.01.04,10:38:00,1.03039,1.03041,1.03031,1.03039,60
2024.01.04,10:39:00,1.03038,1.03045,1.03033,1.03038,60
2024.01.04,10:40:00,1.03042,1.03044,1.03032,1.03037,60
2024.01.04,10:41:00,1.03035,1.03039,1.03029,1.03038,60
2024.01.04,10:42:00,1.03036,1.03040,1.03031,1.03039,60
2024.01.04,10:43:00,1.03038,1.03044,1.03034,1.03037,60
2024.01.04,10:44:00,1.03035,1.03039,1.03028,1.03039,60
2024.01.04,10:45:00,1.03038,1.03039,1.03028,1.03030,60
2024.01.04,10:46:00,1.03030,1.03048,1.03030,1.03043,60
2024.01.04,10:47:00,1.03042,1.03049,1.03037,1.03041,60
2024.01.04,10:48:00,1.03042,1.03043,1.03029,1.03039,60
2024.01.04,10:49:00,1.03039,1.03043,1.03029,1.03039,60
2024.01.04,10:50:00,1.03039,1.03053,1.03036,1.03037,60
2024.01.04,10:51:00,1.03036,1.03047,1.03032,1.03034,60
2024.01.04,10:52:00,1.03036,1.03047,1.03033,1.03039,60
2024.01.04,10:53:00,1.03039,1.03051,1.03036,1.03042,60
2024.01.04,10:54:00,1.03043,1.03043,1.03027,1.03038,60
2024.01.04,10:55:00,1.03037,1.03042,1.03030,1.03039,60
2024.01.04,10:56:00,1.03039,1.03042,1.03027,1.03035,60
2024.01.04,10:57:00,1.03035,1.03043,1.03031,1.03036,60
2024.01.04,10:58:00,1.03034,1.03045,1.03030,1.03041,60
2024.01.04,10:59:00,1.03041,1.03048,1.03031,1.03041,60
2024.01.04,11:00:00,1.03038,1.03045,1.03035,1.03040,60
2024.01.04,11:01:00,1.03041,1.03044,1.03032,1.03043,60
2024.01.04,11:02:00,1.03043,1.03050,1.03031,1.03041,60
2024.01.04,11:03:00,1.03041,1.03044,1.03025,1.03025,60
2024.01.04,11:04:00,1.03026,1.03040,1.03026,1.03033,60
2024.01.04,11:05:00,1.03031,1.03040,1.03027,1.03039,60
2024.01.04,11:06:00,1.03038,1.03054,1.03035,1.03045,60
2024.01.04,11:07:00,1.03043,1.03047,1.03032,1.03032,60
2024.01.04,11:08:00,1.03034,1.03045,1.03029,1.03031,60
2024.01.04,11:09:00,1.03033,1.03038,1.03025,1.03036,60
2024.01.04,11:10:00,1.03036,1.03040,1.03030,1.03035,60
2024.01.04,11:11:00,1.03036,1.03045,1.03035,1.03041,60
2024.01.04,11:12:00,1.03043,1.03044,1.03025,1.03034,60
2024.01.04,11:13:00,1.03032,1.03046,1.03022,1.03046,60
2024.01.04,11:14:00,1.03046,1.03048,1.03039,1.03044,60
2024.01.04,11:15:00,1.03047,1.03050,1.03034,1.03035,60
2024.01.04,11:16:00,1.03034,1.03038,1.03024,1.03037,60
2024.01.04,11:17:00,1.03039,1.03043,1.03035,1.03039,60
2024.01.04,11:18:00,1.03038,1.03050,1.03032,1.03033,60
2024.01.04,11:19:00,1.03034,1.03043,1.03030,1.03040,60
2024.01.04,11:20:00,1.03042,1.03055,1.03037,1.03039,60
2024.01.04,11:21:00,1.03039,1.03042,1.03027,1.03033,60
2024.01.04,11:22:00,1.03034,1.03043,1.03029,1.03042,60
2024.01.04,11:23:00,1.03042,1.03044,1.03023,1.03026,60
2024.01.04,11:24:00,1.03030,1.03044,1.03027,1.03040,60
2024.01.04,11:25:00,1.03039,1.03052,1.03030,1.03041,60
2024.01.04,11:26:00,1.03039,1.03043,1.03027,1.03037,60
2024.01.04,11:27:00,1.03038,1.03050,1.03031,1.03045,60
2024.01.04,11:28:00,1.03044,1.03045,1.03029,1.03033,60
2024.01.04,11:29:00,1.03034,1.03048,1.03033,1.03048,60
2024.01.04,11:30:00,1.03047,1.03049,1.03036,1.03043,60
2024.01.04,11:31:00,1.03042,1.03044,1.03036,1.03042,60
2024.01.04,11:32:00,1.03044,1.03048,1.03033,1.03040,60
2024.01.04,11:33:00,1.03039,1.03047,1.03034,1.03041,60
2024.01.04,11:34:00,1.03040,1.03046,1.03037,1.03044,60
2024.01.04,11:35:00,1.03044,1.03056,1.03040,1.03046,60
2024.01.04,11:36:00,1.03046,1.03052,1.03029,1.03029,60
2024.01.04,11:37:00,1.03030,1.03050,1.03030,1.03037,60
2024.01.04,11:38:00,1.03038,1.03038,1.03030,1.03037,60
2024.01.04,11:39:00,1.03038,1.03042,1.03032,1.03035,60
2024.01.04,11:40:00,1.03035,1.03045,1.03030,1.03043,60
2024.01.04,11:41:00,1.03043,1.03048,1.03029,1.03047,60
2024.01.04,11:42:00,1.03048,1.03048,1.03033,1.03035,60
2024.01.04,11:43:00,1.03036,1.03045,1.03035,1.03039,60
2024.01.04,11:44:00,1.03038,1.03046,1.03032,1.03035,60
2024.01.04,11:45:00,1.03031,1.03039,1.03029,1.03032,60
2024.01.04,11:46:00,1.03034,1.03043,1.03030,1.03040,60
2024.01.04,11:47:00,1.03039,1.03042,1.03033,1.03038,60
2024.01.04,11:48:00,1.03036,1.03041,1.03031,1.03032,60
2024.01.04,11:49:00,1.03034,1.03043,1.03026,1.03037,60
2024.01.04,11:50:00,1.03039,1.03045,1.03030,1.03045,60
2024.01.04,11:51:00,1.03046,1.03046,1.03038,1.03044,60
2024.01.04,11:52:00,1.03042,1.03042,1.03027,1.03034,60
2024.01.04,11:53:00,1.03034,1.03049,1.03033,1.03044,60
2024.01.04,11:54:00,1.03044,1.03054,1.03038,1.03040,60
2024.01.04,11:55:00,1.03043,1.03053,1.03032,1.03042,60
2024.01.04,11:56:00,1.03041,1.03045,1.03030,1.03041,60
2024.01.04,11:57:00,1.03041,1.03046,1.03036,1.03046,60
2024.01.04,11:58:00,1.03043,1.03055,1.03035,1.03039,60
2024.01.04,11:59:00,1.03037,1.03048,1.03030,1.03048,60
2024.01.04,12:00:00,1.03048,1.03049,1.03035,1.03036,60
2024.01.04,12:01:00,1.03036,1.03043,1.03030,1.03030,60
2024.01.04,12:02:00,1.03030,1.03048,1.03028,1.03043,60
2024.01.04,12:03:00,1.03042,1.03046,1.03037,1.03040,60
2024.01.04,12:04:00,1.03039,1.03046,1.03037,1.03037,60
2024.01.04,12:05:00,1.03037,1.03037,1.03025,1.03036,60
2024.01.04,12:06:00,1.03037,1.03041,1.03033,1.03037,60
2024.01.04,12:07:00,1.03038,1.03040,1.03030,1.03035,60
2024.01.04,12:08:00,1.03036,1.03048,1.03034,1.03036,60
2024.01.04,12:09:00,1.03035,1.03046,1.03035,1.03040,60
2024.01.04,12:10:00,1.03039,1.03046,1.03016,1.03021,60
2024.01.04,12:11:00,1.03020,1.03021,1.02992,1.02992,60
2024.01.04,12:12:00,1.02991,1.03006,1.02986,1.02998,60
2024.01.04,12:13:00,1.03000,1.03003,1.02988,1.02990,60
2024.01.04,12:14:00,1.02989,1.02989,1.02970,1.02971,60
2024.01.04,12:15:00,1.02968,1.02968,1.02940,1.02941,60
2024.01.04,12:16:00,1.02942,1.02943,1.02933,1.02935,60
2024.01.04,12:17:00,1.02934,1.02938,1.02926,1.02927,60
2024.01.04,12:18:00,1.02926,1.02927,1.02898,1.02899,60
2024.01.04,12:19:00,1.02899,1.02903,1.02891,1.02894,60
2024.01.04,12:20:00,1.02894,1.02897,1.02887,1.02889,60
2024.01.04,12:21:00,1.02887,1.02898,1.02866,1.02868,60
2024.01.04,12:22:00,1.02867,1.02869,1.02855,1.02865,60
2024.01.04,12:23:00,1.02864,1.02864,1.02847,1.02858,60
2024.01.04,12:24:00,1.02858,1.02859,1.02842,1.02845,60
2024.01.04,12:25:00,1.02844,1.02848,1.02829,1.02832,60
2024.01.04,12:26:00,1.02831,1.02831,1.02812,1.02816,60
2024.01.04,12:27:00,1.02816,1.02817,1.02794,1.02800,60
2024.01.04,12:28:00,1.02801,1.02801,1.02780,1.02780,60
2024.01.04,12:29:00,1.02777,1.02781,1.02764,1.02781,60
2024.01.04,12:30:00,1.02778,1.02785,1.02769,1.02769,60
2024.01.04,12:31:00,1.02772,1.02776,1.02755,1.02758,60
2024.01.04,12:32:00,1.02758,1.02758,1.02730,1.02730,60
2024.01.04,12:33:00,1.02729,1.02729,1.02715,1.02720,60
2024.01.04,12:34:00,1.02718,1.02727,1.02713,1.02721,60
2024.01.04,12:35:00,1.02723,1.02727,1.02702,1.02702,60
2024.01.04,12:36:00,1.02701,1.02712,1.02694,1.02695,60
2024.01.04,12:37:00,1.02696,1.02700,1.02686,1.02689,60
2024.01.04,12:38:00,1.02688,1.02694,1.02679,1.02684,60
2024.01.04,12:39:00,1.02682,1.02695,1.02678,1.02678,60
2024.01.04,12:40:00,1.02678,1.02681,1.02663,1.02663,60
2024.01.04,12:41:00,1.02662,1.02665,1.02653,1.02654,60
2024.01.04,12:42:00,1.02652,1.02652,1.02632,1.02643,60
2024.01.04,12:43:00,1.02643,1.02655,1.02637,1.02644,60
2024.01.04,12:44:00,1.02643,1.02643,1.02611,1.02611,60
2024.01.04,12:45:00,1.02612,1.02620,1.02609,1.02612,60
2024.01.04,12:46:00,1.02610,1.02615,1.02596,1.02599,60
2024.01.04,12:47:00,1.02599,1.02599,1.02568,1.02571,60
2024.01.04,12:48:00,1.02569,1.02569,1.02542,1.02544,60
2024.01.04,12:49:00,1.02544,1.02551,1.02523,1.02526,60
2024.01.04,12:50:00,1.02524,1.02529,1.02519,1.02524,60
2024.01.04,12:51:00,1.02525,1.02539,1.02525,1.02533,60
2024.01.04,12:52:00,1.02532,1.02548,1.02520,1.02520,60
